ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,screener_roce,fixed_assets_ratio,investment_ratio,screener_debt_to_equity,screener_opm,screener_dividend_payout
AMRUTANJAN.NS,28.932016,,16480270336.0,4883453952,569027968,686215232.0,2427847936,,,,0.11652,0.16693,0.49716,,,,,0.149,0.011,0.011,0.565,,,0.98,0.2337,0.335,Healthcare,Drug Manufacturers - Specialty & Generic,45.0,45.0,113.0,-23.0,99.0,22.0,0.11342592592592593,0.0,0.005847953216374269,14.0,
ANANDRATHI.NS,75.93047,50.56316,297413115904.0,12531146752,3956363008,5857778176.0,7232260096,0.46738997,0.30110002,,0.31573,0.40331,0.57714003,,,,,0.476,0.384,0.405,8.25,3.83,1.306,0.39,0.2758,0.349,Financial Services,Asset Management,14.0,,,14.0,128.0,57.0,0.13513513513513514,0.23723723723723725,0.08089668615984405,43.0,28.0
ANANTRAJ.NS,32.29236,21.190321,174900183040.0,24054441984,5271686144,6268270080.0,7161226240,,,,0.21916,0.24361,0.29771,,,,,0.2,0.282,0.308,12.727,,,0.15,0.0481,0.278,Real Estate,Real Estate - Development,35.0,,,35.0,393.0,7.0,0.2516703786191537,0.0930957683741648,0.11332112012562157,20.0,
ANDHRAPAP.NS,70.84042,,13241433088.0,15815580672,187460992,659089472.0,4032300032,,,,0.011849999,-0.02864,0.25496,,,,,0.086,-0.153,-0.155,13.63,,,1.5,1.0638,-0.039,Basic Materials,Paper & Paper Products,26.0,127.0,75.0,78.0,28.0,4.0,0.3999219664455716,0.32461958642216154,0.13655244029075805,4.0,
ANDHRSUGAR.NS,15.909091,,13282468864.0,23289370624,835339008,2144766208.0,6034200064,,,,0.03624,0.048,0.2591,,,,,0.236,26.5,27.574,0.427,,,0.82,0.1299,0.153,Basic Materials,Chemicals,45.0,273.0,49.0,270.0,107.0,5.0,0.538506760728983,0.15696649029982362,0.001451378809869376,14.0,
ANGELONE.NS,31.370558,17.883455,281455493120.0,47154851840,9150990336,,39952449536,0.15526,0.04487,,0.19406,0.32589,0.84726,,,,,0.3,0.824,0.835,129.314,1.766,1.751,2.27,0.6751,-0.087,Financial Services,Capital Markets,30.0,,,30.0,-612.0,16.0,,0.024412889131622064,0.0,35.0,
ANIKINDS.NS,74.57377,,1262506112.0,3155072512,247821776,255812464.0,101222616,0.07674,0.02228,,-0.04542,0.02388,0.03208,,,,,-0.133,-0.985,-0.985,3.695,1.8,1.196,,0.0,,Consumer Defensive,Food Distribution,251.0,34.0,14.0,271.0,422.0,2.0,0.038338658146964855,0.3450479233226837,0.006968641114982578,2.0,
ANMOL.NS,6.538461,,677278400.0,14222909440,103877000,205672000.0,249516000,,,,0.0073,0.01636,0.01754,,,,,0.197,6.429,6.737,185.097,,,,0.0,0.38,Energy,Thermal Coal,21.0,28.0,0.0,48.0,2.0,10.0,0.00468384074941452,0.00702576112412178,1.8434782608695652,1.0,
ANUHPHR.NS,19.446041,,8127163904.0,7676796928,418216992,576276480.0,1634440960,,,,0.05448,0.06998,0.21291,,,,,0.236,0.301,0.3,0.07,,,1.85,0.35930002,0.419,Healthcare,Drug Manufacturers - Specialty & Generic,119.0,54.0,115.0,59.0,68.0,17.0,0.11984282907662082,0.13948919449901767,0.0,8.0,
ANUP.NS,36.19469,34.54392,40964349952.0,8361303040,1139305984,1870873472.0,317296000,,,,0.138,0.17902,0.03795,,,,,0.206,-0.157,-0.155,24.782,,,0.82,0.2962,-0.173,Industrials,Specialty Industrial Machinery,139.0,135.0,81.0,193.0,114.0,24.0,0.37390350877192985,0.04824561403508772,0.047540983606557376,22.0,
ANURAS.NS,86.886734,61.218536,152829984768.0,22283450368,1720390016,5141442560.0,9832219648,,,,0.077199996,0.1815,0.44123,,,,,0.313,0.677,0.74,37.505,,,0.11,0.048699997,0.157,Basic Materials,Specialty Chemicals,266.0,1553.0,631.0,1188.0,218.0,5.0,0.3938814531548757,0.03040152963671128,0.3764705882352941,25.0,
APARINDS.NS,51.366188,43.183586,496118857728.0,215090806784,9734899712,18370299904.0,44848599040,,,,0.04526,0.073699996,0.20851,,,,,0.162,0.192,0.194,14.499,,,0.41,0.21069999,-0.134,Industrials,Electrical Equipment & Parts,82.0,83.0,139.0,27.0,41.0,33.0,0.13174322183918755,0.0022360942886425045,0.14236336141715272,9.0,
APCOTEXIND.NS,24.68323,17.58407,20603187200.0,13933112320,834257024,1627167232.0,3964218112,,,,0.05988,0.09432,0.28452,,,,,-0.067,0.919,0.923,23.281,,,1.74,0.404,-0.004,Basic Materials,Specialty Chemicals,67.0,50.0,68.0,48.0,25.0,13.0,0.40807651434643993,0.12964930924548354,0.23275862068965517,12.0,
APEX.NS,44.265404,27.151161,14593750016.0,9581027328,330254016,486543744.0,3375833088,,,,0.03447,0.039809998,0.35235,,,,,0.145,,,7.972,,,0.52,0.1892,-0.097,Consumer Defensive,Farm Products,57.0,118.0,16.0,158.0,110.0,2.0,0.38193343898573695,0.0,0.08055009823182711,5.0,
APLAPOLLO.NS,49.804127,35.058586,529494573056.0,217083904000,11418600448,16999050240.0,33651300352,,,,0.052600004,0.07095,0.15502,,,,,0.07,0.428,0.429,15.534,,,0.3,0.1398,0.354,Basic Materials,Steel,2.0,27.0,39.0,-9.0,-1.0,15.0,0.30089741333802567,0.2781981347879641,0.2509505703422053,6.0,
APLLTD.NS,23.465254,17.79944,148012023808.0,72667996160,6289600000,11274175488.0,51964698624,,,,0.08655,0.11372,0.71510005,,,,,0.108,-0.036,-0.039,28.004,,,1.46,0.3431,0.336,Healthcare,Drug Manufacturers - Specialty & Generic,90.0,403.0,148.0,345.0,94.0,11.0,0.3297709923664122,0.033206106870229006,0.265080875356803,15.0,
APOLLO.NS,116.40625,69.30232,112050651136.0,7728344064,893041984,1846963712.0,2419524096,,,,0.115550004,0.17558001,0.31307,,,,,0.7,0.133,0.406,33.483,,,0.08,0.09810001,0.788,Industrials,Aerospace & Defense,155.0,552.0,257.0,450.0,258.0,15.0,0.11653272101033295,0.001148105625717566,0.28690036900369004,26.0,
APOLLOHOSP.NS,61.08272,45.930485,1099952553984.0,242151997440,18019000320,32129249280.0,82953003008,,,,0.07441,0.11519,0.34257,,,,,0.172,0.35,0.349,83.606,,,0.26,0.1516,0.18,Healthcare,Medical Care Facilities,36.0,21.0,134.0,-77.0,2.0,16.0,0.45295404814004375,0.31072210065645517,0.33633923778851316,25.0,
APOLLOPIPE.NS,134.35822,50.45964,19768102912.0,10726732800,162694000,736400256.0,3137056000,,,,0.01517,-0.012949999,0.29245,,,,,-0.197,,,7.855,,,0.15,0.21020001,-0.071,Industrials,Building Products & Equipment,19.0,87.0,70.0,36.0,19.0,7.0,0.4100856327307326,0.20266412940057088,0.04513064133016627,8.0,
APOLLOTYRE.NS,28.052126,13.073124,258725756928.0,275585138688,9260609536,34803240960.0,117844869120,,,,0.0336,0.1034,0.42762002,,,,,0.118,0.399,0.395,29.09,,,2.08,0.3425,0.23,Consumer Cyclical,Auto Parts,46.0,94.0,69.0,70.0,7.0,10.0,0.5226795566622724,0.11893950490698696,0.3146379901733568,14.0,
APOLSINHOT.NS,30.300653,,3013863680.0,5894732800,99532000,218931008.0,752884992,,,,0.01688,0.03678,0.12772,,,,,0.145,-0.593,-0.593,53.838,,,0.39,0.0653,-0.473,Industrials,Specialty Business Services,57.0,,,57.0,-16.0,12.0,0.10526315789473684,0.37799043062200954,0.63,6.0,
APTECHT.NS,22.480436,19.0442,5998071296.0,5111108096,266860992,344242496.0,4372466176,,,,0.052210003,0.08454,0.85547996,,,,,0.244,1.387,1.392,5.75,,,4.29,0.97830003,-0.039,Consumer Defensive,Education & Training Services,62.0,,,62.0,222.0,15.0,0.03470031545741325,0.20504731861198738,0.0040650406504065045,9.0,
APTUS.NS,14.8881235,11.838094,129942732800.0,14600003584,8890142720,,14593940480,,,,0.60890996,0.78065,0.99958,,,,,0.26,0.239,0.24,157.024,,,1.73,0.2535,0.495,Financial Services,Mortgage Finance,,,,,,,0.003979659518019014,0.03769621932345788,0.0,,
ARCHIDPLY.NS,35.344536,,1682649728.0,6533788160,47278000,430096992.0,2158987008,,,,0.0072399997,0.04693,0.33043,,,,,0.114,,,178.165,,,,0.0,-0.056,Basic Materials,Lumber & Wood Production,83.0,53.0,54.0,81.0,12.0,10.0,0.13131313131313133,0.25252525252525254,0.784,5.0,
ARE&M.NS,21.552486,16.771471,160073973760.0,133383200768,7430099968,13556899840.0,43003400192,,,,0.0557,0.0636,0.3224,,,,,0.042,-0.53,-0.53,4.005,,,1.23,0.2611,0.669,Industrials,Electrical Equipment & Parts,34.0,88.0,45.0,77.0,34.0,17.0,0.36795475966069746,0.21545711592836947,0.03675620100244185,12.0,
ARIES.NS,11.014925,,4798601216.0,6876826112,435787008,785806720.0,2885817088,,,,0.06337,0.12064999,0.41964,,,,,0.196,0.488,0.488,20.67,,,0.32,0.0358,-0.084,Basic Materials,Agricultural Inputs,69.0,141.0,57.0,153.0,95.0,19.0,0.19148936170212766,0.10965630114566285,0.18604651162790697,12.0,
ARIHANTCAP.NS,19.943182,,7694818304.0,1827878016,386652000,,1266408960,,,,0.21153,0.16222,0.69282997,,,,,-0.089,-0.58,-0.577,51.095,,,0.71,0.142,0.03,Financial Services,Capital Markets,146.0,,,146.0,-209.0,22.0,0.03307607497243661,0.034178610804851156,0.5,36.0,
ARIHANTSUP.NS,28.096676,,12066747392.0,5221568000,453936992,1178288768.0,2170897920,,,,0.08693,0.22343999,0.41576,,,,,-0.164,-0.76,-0.605,197.85,,,0.54,0.15100001,0.56,Real Estate,Real Estate - Development,137.75,,,137.75,1443.16,5.07,0.056164665689398256,0.006299746798638286,1.5167679318235618,32.96,
ARKADE.NS,14.848484,,21834041344.0,7512734208,1481223936,1940549504.0,2536888064,,,,0.19715999,0.25969,0.33768,,,,,-0.124,-0.286,-0.195,18.386,,,1.7,0.1263,,Real Estate,Real Estate - Development,19.0,,,19.0,354.0,30.0,0.028548770816812053,0.16019032513877876,0.18363064008394545,26.0,
ARROWGREEN.NS,15.653451,,8041870848.0,2160199936,514000000,702150016.0,1133900032,,,,0.23794001,0.30806,0.52491003,,,,,0.017,0.034,0.035,1.218,,,0.75,0.1175,-0.24,Consumer Cyclical,Packaging & Containers,43.0,85.0,24.0,103.0,65.0,53.0,0.08636363636363636,0.5136363636363637,0.009950248756218905,36.0,
ARTEMISMED.NS,106.79476,29.643637,,10419161088,966163968,1660873728.0,2212845056,,,,0.09273,0.11796,0.21238,,,,,0.172,0.076,0.081,31.431,,,,,0.139,,,37.0,,,37.0,-29.0,15.0,0.5508474576271186,0.01059322033898305,0.3089064261555806,17.0,
ARTNIRMAN.NS,87.29412,,1111041152.0,196784992,12045000,33429250.0,366244000,,,,0.06121,0.0062,1.86114,,,,,-0.444,-0.727,-0.753,52.666,,,,0.0,0.35,Real Estate,Real Estate - Development,33.18,,,33.18,646.18,6.63,0.04913753971856559,0.0,0.5266932270916335,16.68,
ARVIND.NS,25.70181,20.08509,104151252992.0,89707896832,4052699904,8980625408.0,44047900672,,,,0.04518,0.08515,0.49101,,,,,0.136,-0.058,-0.056,39.143,,,0.94,0.24270001,-0.198,Consumer Cyclical,Textile Manufacturing,54.0,174.0,146.0,83.0,2.0,13.0,0.4632933606317637,0.0662474407721556,0.49124579124579126,10.0,
ARVSMART.NS,38.77039,19.556961,28345794560.0,5717587968,732721984,1240402048.0,3569811968,,,,0.12815,0.23976,0.62436,,,,,-0.208,-0.396,-0.398,21.182,,,0.97,0.3769,0.061,Real Estate,Real Estate - Development,3.0,,,3.0,-214.0,3.0,0.013568521031207599,0.28493894165535955,0.37545787545787546,8.0,
ASAHIINDIA.NS,68.99835,44.05,213361328128.0,48154898432,3046299904,7404024832.0,31286999040,,,,0.063260004,0.14148,0.64972,,,,,0.117,-0.101,-0.056,77.144,,,0.24,0.1649,0.253,Consumer Cyclical,Auto Parts,53.0,240.0,225.0,68.0,21.0,12.0,0.47139964565932674,0.029359655783345987,0.7367588932806324,17.0,
ASAHISONG.NS,18.70258,,2905560064.0,5441778176,155408992,493980736.0,1800356992,,,,0.02856,0.04571,0.33084,,,,,-0.098,-0.198,-0.199,49.417,,,0.61,0.1137,0.031,Basic Materials,Specialty Chemicals,90.0,78.0,106.0,62.0,36.0,12.0,0.25,0.25,0.1598639455782313,10.0,
ASAL.NS,29.324171,,8122571264.0,8230471168,193355008,487376512.0,2252355072,,,,0.02349,0.048189998,0.27366,,,,,0.262,1.093,1.093,717.719,,,,0.0,0.463,Consumer Cyclical,Auto Parts,40.0,48.0,79.0,9.0,-17.0,25.0,,0.0,0.0,6.0,
ASALCBR.NS,19.521912,17.159533,17709854720.0,10233794560,872689024,1335565696.0,3442561024,,,,0.08528,0.13385999,0.33639,,,,,-0.204,0.001,0.046,12.748,,,0.22,0.044299997,0.172,Consumer Defensive,Beverages - Wineries & Distilleries,13.0,98.0,32.0,80.0,29.0,20.0,0.43556701030927836,0.125,0.12776831345826234,14.0,
ASHAPURMIN.NS,15.966599,,60276965376.0,38237442048,3771825920,5229795328.0,29674330112,,,,0.09864,0.11391,0.77605003,,,,,0.11,-0.209,-0.201,86.445,,,0.16,0.0253,0.41,Basic Materials,Other Industrial Metals & Mining,241.0,273.0,215.0,299.0,264.0,25.0,0.15176151761517614,0.05555555555555555,0.18387909319899245,25.0,
ASHIANA.NS,28.908096,19.93314,34464948224.0,10403074048,1172482048,1306633728.0,3189168896,0.14652,0.0197,,0.11271,0.17947,0.30656,,,,,1.716,4.099,4.202,39.983,1.37,0.308,0.73,0.21059999,0.103,Real Estate,Real Estate - Development,18.0,,,18.0,279.0,4.0,0.03128258602711158,0.06908237747653806,0.44025157232704404,13.0,
ASHOKA.NS,1.3239074,11.526539,37588840448.0,82599968768,28390948864,24661379072.0,32157067264,,,,0.34372002,0.21544,0.38931,,,,,-0.235,2.225,2.226,44.43,,,,0.0,0.335,Industrials,Engineering & Construction,66.0,44.0,165.0,-55.0,107.0,10.0,0.031294743301288605,0.1304970341583146,0.5587461115099306,9.0,
ASHOKAMET.NS,5.777385,,408684608.0,257280000,72632000,31265500.0,58562000,,,,0.28231,0.34228,0.22761999,,,,,-0.028,1.5,1.509,25.935,,,,0.0,0.678,Basic Materials,Steel,669.17,0.0,,669.17,513.03,0.05,0.004221635883905013,0.31679859278803874,0.4057491732383617,-12.06,
ASHOKLEY.NS,28.923489,21.87102,954795032576.0,538111901696,33104199680,115557777408.0,216804098048,,,,0.06152,0.19577,0.4029,,,,,0.236,0.066,0.068,327.886,,,1.93,0.55509996,0.495,Industrials,Farm & Heavy Construction Machinery,27.0,39.0,97.0,-30.0,-45.0,36.0,0.2575854838019429,0.33286258398596313,0.11657559198542805,13.0,
ASIANENE.NS,33.939426,,14342824960.0,6682526208,417172992,779641472.0,1955474048,,,,0.06243,0.10065,0.29262,,,,,1.568,1.13,1.113,23.826,,,0.31,0.1062,0.588,Energy,Oil & Gas Equipment & Services,174.0,,,174.0,140.0,16.0,0.18815331010452963,0.05400696864111498,0.11547911547911548,14.0,
ASIANHOTNR.NS,14.219349,,12657805312.0,3296806912,406256000,678726016.0,2025368064,,,,0.12323,0.05553,0.61434,,,,,0.052,,,338.495,,,,0.0,0.018,Consumer Cyclical,Lodging,19.0,,,19.0,-1221.0,7.0,0.9451591062965471,0.0,3.389189189189189,15.0,
ASIANPAINT.NS,61.112495,48.706146,2348678381568.0,346495287296,38453600256,58500173824.0,148715896832,,,,0.11098,0.16554001,0.4292,,,,,0.037,-0.046,-0.046,17.609,,,1.02,0.62450004,0.196,Basic Materials,Specialty Chemicals,39.0,143.0,76.0,106.0,59.0,27.0,0.2914744383181426,0.2584299163572259,0.08251968503937007,19.0,
ASIANTILES.NS,15.831325,3.485411,19478425600.0,16756770816,763438016,1334040704.0,4519504896,,,,0.045560002,0.06561,0.26971,,,,,0.178,42.5,72.11,20.089,,,,0.0,0.349,Industrials,Building Products & Equipment,121.0,42.0,99.0,65.0,116.0,2.0,0.099644128113879,0.21148957803762075,0.10116999311768754,3.0,
ASKAUTOLTD.NS,30.646282,25.897654,86939885568.0,38788800512,2833999872,4900649984.0,13437400064,,,,0.073060006,0.103269994,0.34642,,,,,0.185,0.213,0.213,52.765,,,0.34,0.104399994,-0.226,Consumer Cyclical,Auto Parts,22.0,30.0,39.0,13.0,6.0,29.0,0.4453632604843473,0.0,0.1198237885462555,10.0,
ASMS.NS,71.09091,,2381790208.0,784760000,47817000,20512750.0,64555000,,,,0.06093,0.05246,0.08226,,,,,4.552,,,0.562,,,,0.0,0.221,Technology,Information Technology Services,6589.47,48.99,2339.48,4298.97,-2053.38,-6.31,0.007774258566081199,0.1439677512237259,0.0057258336140114515,3.02,
ASPINWALL.NS,19.05237,,1791951616.0,3760600064,94100000,105175000.0,1465299968,,,,0.025020001,0.07646,0.38965,,,,,0.266,0.581,0.581,43.708,,,2.84,0.5399,-0.253,Consumer Defensive,Farm Products,36.0,306.0,30.0,312.0,71.0,9.0,0.2871287128712871,0.006600660066006601,0.4606741573033708,3.0,
ASTERDM.NS,110.81505,58.916668,365474152448.0,44611801088,3269900032,8006524928.0,24914800640,,,,0.0733,0.12109,0.55848,,,,,0.13,-0.105,-0.076,43.791,,,0.57,0.78129995,-0.057,Healthcare,Medical Care Facilities,22.0,33.0,198.0,-143.0,-15.0,139.0,0.30251551780463903,0.3474354786017641,0.27756482525366405,21.0,
ASTRAL.NS,82.89573,56.719112,412216852480.0,61615001600,5029000192,9406999552.0,24099999744,,,,0.08162,0.10633001,0.39113998,,,,,0.103,-0.056,-0.056,6.769,,,0.25,0.2002,0.214,Industrials,Building Products & Equipment,22.0,105.0,94.0,33.0,20.0,22.0,0.46146105856309116,0.09841014288589253,0.030399154110494316,18.0,
ASTRAMICRO.NS,66.94313,48.314198,107287855104.0,10825062400,1604777984,2879747072.0,5159411200,,,,0.14825,0.27346,0.47662,,,,,0.007,-0.016,-0.013,23.894,,,0.2,0.1304,0.207,Technology,Communication Equipment,274.0,379.0,47.0,605.0,284.0,18.0,0.12729357798165136,0.02236238532110092,0.23780487804878048,26.0,
ASTRAZEN.NS,102.49721,,206250000384.0,21774499840,2008899968,2977125120.0,9257700352,,,,0.092259996,0.06702,0.42516,,,,,0.389,0.057,0.056,4.354,,,0.39,0.3982,0.271,Healthcare,Drug Manufacturers - Specialty & Generic,39.0,208.0,173.0,74.0,22.0,33.0,0.02476780185758514,0.0,0.04380475594493116,13.0,
ATALREAL.NS,56.739132,,3233692160.0,1035402816,39154984,86366992.0,164459584,,,,0.03782,0.08773,0.15884,,,,,0.467,1.333,0.662,23.862,,,,0.0,-0.084,Industrials,Engineering & Construction,11.0,1662.0,25.0,1648.0,175.0,11.0,0.052083333333333336,0.0,0.2463768115942029,8.0,
ATAM.NS,21.273293,,785215488.0,488996000,36918000,65712000.0,215895008,,,,0.075500004,-0.04812,0.44151002,,,,,-0.401,,,33.533,,,1.24,0.264,-0.273,Industrials,Specialty Industrial Machinery,133.32,291.89,29.62,395.59,205.38,20.27,0.04975558659217877,0.0,0.33528161530286926,13.6,
ATGL.NS,106.34842,,698269433856.0,56784498688,6419700224,11526524928.0,17286199296,,,,0.11305001,0.16099001,0.30442,,,,,0.164,0.116,0.114,44.513,,,0.04,0.0419,0.509,Utilities,Utilities - Regulated Gas,26.0,10.0,34.0,2.0,-80.0,15.0,,0.19543410584572812,0.0,20.0,
ATL.NS,20.762295,,7392796672.0,7986938880,336404992,1176374272.0,2097601024,,,,0.04212,0.12164,0.26263002,,,,,0.166,0.083,0.276,208.703,,,,0.0,0.788,Industrials,Integrated Freight & Logistics,19.0,,,19.0,-37.0,15.0,0.5583333333333333,0.2791666666666667,1.8478964401294498,23.0,
ATUL.NS,29.61854,23.132866,200939978752.0,62735400960,6778999808,10307900416.0,23226200064,0.11529,0.05945,,0.108059995,0.120620005,0.37022,,,,,0.15,0.661,0.661,2.907,3.614,2.686,0.44,0.1086,0.183,Basic Materials,Specialty Chemicals,77.0,87.0,98.0,66.0,156.0,13.0,,0.45025125628140705,0.0,13.0,
ATULAUTO.NS,37.253414,,13625878528.0,4988599808,403000000,634394048.0,1343699968,,,,0.08078,0.09268,0.26935,,,,,0.253,0.561,0.559,,,,,0.0,0.623,Consumer Cyclical,Auto Manufacturers,33.0,53.0,47.0,39.0,49.0,11.0,0.39823008849557523,0.2424778761061947,0.0,10.0,
AURIONPRO.NS,24.226606,16.02204,48168284160.0,13924719616,1981267968,2596365568.0,3881609984,,,,0.14228,0.1743,0.27876,,,,,0.212,-0.122,-0.11,1.841,,,0.69,0.1667,-0.45,Technology,Software - Infrastructure,102.0,,,102.0,124.0,12.0,0.17566594672426206,0.19438444924406048,0.004655493482309125,15.0,
AUROPHARMA.NS,23.081793,18.13187,804758683648.0,331818598400,34869600256,66858176512.0,192370704384,,,,0.10509,0.15135999,0.57975,,,,,0.084,0.076,0.076,22.248,,,0.29,0.066599995,-0.006,Healthcare,Drug Manufacturers - Specialty & Generic,140.0,154.0,116.0,177.0,32.0,11.0,0.08674724569472671,0.5860519841694299,0.206566857889091,26.0,
AUSOMENT.NS,6.758494,,2005386752.0,21775716352,296903008,237899008.0,256620000,,,,0.01363,0.04235,0.011779999,,,,,33.828,11.583,11.713,0.078,,,0.68,0.045900002,-0.005,Financial Services,Capital Markets,2.0,1.0,2.0,2.0,9.0,16.0,0.05063291139240506,0.4177215189873418,0.0,1.0,
AUTOAXLES.NS,17.749878,15.523648,27775803392.0,20730730496,1564080000,2155444992.0,6251469824,,,,0.07545,0.09778,0.30156,,,,,0.059,-0.02,-0.02,1.472,,,1.65,0.2947,0.497,Consumer Cyclical,Auto Parts,93.0,89.0,71.0,110.0,63.0,9.0,0.14006024096385541,0.12349397590361445,0.014910536779324055,11.0,
AUTOIND.NS,19.112425,9.787879,2931250688.0,7297273856,150119008,695906496.0,2401782016,,,,0.020380002,0.0688,0.32913,,,,,0.342,3.28,3.313,153.954,,,,0.0,-0.404,Consumer Cyclical,Auto Parts,70.0,56.0,74.0,52.0,-56.0,15.0,0.3854660347551343,0.00315955766192733,1.5056818181818181,10.0,
AVADHSUGAR.NS,13.405183,,9835049984.0,27016855552,733697024,2500914432.0,5341700096,,,,0.02716,0.06185,0.19771999,,,,,0.035,1.478,1.477,56.04,,,2.04,0.2728,0.05,Consumer Defensive,Confectioners,8.0,262.0,46.0,223.0,22.0,9.0,0.656198347107438,0.04462809917355372,0.560377358490566,9.0,
AVALON.NS,73.92211,48.16305,70972432384.0,14661010432,960720000,1446827520.0,4956709888,,,,0.06553,0.09584,0.33808997,,,,,0.487,0.358,0.359,25.091,,,,0.0,0.542,Technology,Electronic Components,160.0,136.0,82.0,214.0,176.0,9.0,0.09958932238193019,0.18480492813141683,0.04041720990873533,11.0,
AVANTIFEED.NS,24.418276,28.198364,187869102080.0,59847168000,6326218240,7574130688.0,17050664960,,,,0.10572,0.11575,0.2849,,,,,0.013,0.21,0.105,0.441,,,0.65,0.1594,0.038,Consumer Defensive,Packaged Foods,3.0,51.0,35.0,19.0,14.0,29.0,0.09676425269645608,0.650231124807396,0.0003898635477582846,14.0,
AVG.NS,11.9548435,,2471574272.0,5498425856,206875008,688169024.0,1323849984,,,,0.03762,0.10552,0.24077,,,,,-0.059,-0.058,-0.019,109.016,,,0.73,0.0874,-0.74,Industrials,Integrated Freight & Logistics,135.0,,,135.0,65.0,13.0,0.37828371278458844,0.021015761821366025,1.0778210116731517,18.0,
AVL.NS,60.864483,41.490337,67280924672.0,25332867072,1111778048,1926497280.0,3980208128,,,,0.04389,0.065749995,0.15712,,,,,0.276,0.122,0.128,64.573,,,0.21,0.1285,-0.505,Consumer Cyclical,Specialty Retail,0.0,134.0,28.0,105.0,54.0,19.0,0.2375,0.0,0.6463223787167449,9.0,
AVONMORE.NS,15.185185,,3470872320.0,1613075968,229982000,,823659008,,,,0.14257,0.20926,0.51061,,,,,0.559,31.0,37.208,5.155,,,,0.0,0.255,Financial Services,Capital Markets,,,,,,,0.0019493177387914231,0.6444369470685261,0.0,,
AVROIND.NS,46.654274,,1683851008.0,869756992,41313000,116882248.0,282635008,,,,0.0475,0.09133001,0.32496,,,,,0.035,0.0,0.307,26.816,,,,0.0,-0.665,Consumer Cyclical,"Furnishings, Fixtures & Appliances",110.33,110.82,65.47,155.67,84.28,7.58,0.18873239436619718,0.32362173038229375,0.26807194409439794,4.26,
